"Condo","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  954 ","","1234-ET","SDC du Boisé de la Colline","24, rue Bates","Outremont","13 mai","12h-13h30","Choucri Craissati 514-236-5515","This is not good service.","surcharge 3 h installation (comme neuf) Installation presque neuf le gars il a modifié toute l’entrée et la mezzanine (toutes les tapis j’ai les modifier avec les changements ça me pris 6.30h seul )   COUPER DES TAPIS SUITE AUX RÉNOVATIONS (DOMINIC)","Nous allons rénover notre Hall d’entrée à partir du 13 mars 2023. Est-ce que vous pouvez venir au plus tard le 10 mars pour retirer les tapis et les entreposer ?","H2V 1A8","FALSE","","","10","","","TRUE","TRUE","FALSE","FALSE","conseilbdc@gmail.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","FALSE","FALSE","2857","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  814 ","","1294-ET","Les Cours d'Outremont","970, ave McEachran","Outremont","13 mai","14h-15h","vous donner les accès est Madame BOSSE (514) 824-6163.","","PAYÉ","La personne qui peut vous donner les accès est Madame BOSSE (514) 824-6163.
Est-ce que tu peux le faire en même temps que Northcrest la semaine prochaine ? Annie Bonnard 514-564-2200","","","","","","","","TRUE","FALSE","FALSE","FALSE","lescoursoutremont@sequoias.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2838","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  4 300 ","","1103-ET","Agence Spaciale  Canadienne","6767. route de l'aéroport","Saint-Hubert","25 avril","15h30-21h","Benoit Haché 514-754-4918","SOUMETTRE LE NOMS DES EMPLOYÉS QUI FERONT L'ENLÈVEMENT DES TAPIS UNE SEMAINE AVANT LA DATE","","","J3Y 8Y9","FALSE","","3","5","","","TRUE","TRUE","FALSE","FALSE","Benoit.Hache@asc-csa.gc.ca;mathieu.gamache2@canada.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2913","TRUE","TRUE","56,4","  1 077 ","","1239-ET","CHSLD Dr. Chevrier","700, rue Docteur Chevrier","Saint-Lambert","9 mai","14h45-15h45","Jean-Yves Martin  514-974-5209","","","Si vous venez tôt plus facile de trouver un stationnement.","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","jeanyvesmartin04@hotmail.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  295 ","","1270-ET","Héma-Québec","7, boul. des Promenades","St-Bruno","24 mai","14h-15h","Guillaume Jean au 819-371-8303 ou Marie-Claire Labrecque (438) 860-4785","NE PAS JETER LES TAPIS, ILS SONT NEUFS","","","J3V 5J5","","","","","","","TRUE","FALSE","FALSE","FALSE","JeanGauthier.Kouadjo@hema-quebec.qc.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2849","FALSE","TRUE","FALSE","2913","TRUE","TRUE","120,8","  1 836 ","","1324-ET","Quartier Mont Saint-Hilaire","330, Honorious-Charbonneau","St-Hilaire","9 mai","8h-10h","Dominc Gauthier","Ascenseur 3 pas enlevé travaux en cours","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","dg@lequartiermontsainthilaire.com","","","","","","","","","","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","2857","FALSE","TRUE","FALSE","2913","TRUE","TRUE","","  570 ","","","Académie de Danse de Montréal","8265 Boul. Langelier","St-Léonard","15 mai","","Jeff Dichter à faire en mai _ contact sur place Melanie Hattem or Dolores","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","jeffdichter1@gmail.com","","","","","","","","","","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2829","FALSE","TRUE","FALSE","2913","TRUE","TRUE","","  1 246 ","","1310-ET","Residence du Marché","25, rue du Marché","Ste-Thérèse","9 avril","13h30-15h30","Louis-Philippe Beaulac 450-433-6544- cel 514-238-8786","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","cse@lesresidencesdumarche.com, dg@lesresidencesdumarche.com","","","","","","","","","","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2829","FALSE","TRUE","FALSE","2913","TRUE","TRUE","","  727 ","","","Cloria cité","3475, Montée Gagnon","Terrebonne","9 avr.","11h30","Nancy Canuel","AJOUT POUR LE SERVICE D'ENTRETIEN ","","","","","FALSE","","","","","TRUE","","FALSE","FALSE","nancycanuel@cloriacite.ca","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2830","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  3 120 ","","1201-ET","Usine Atwater","999, rue Dupuis","Verdun","18 avril","11h30-15h30","Jean-Marc Ouellet","","Manque tapis porte 28 #1 (long tapis de vinyle 50 pieds )","À FAIRE ENTRE LE 17 ET 28 AVRIL","H4G 3L4","FALSE","","2","4","","","TRUE","FALSE","FALSE","FALSE","jean-marc.ouellet@montreal.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2913","TRUE","TRUE","95,5","  642 ","","1185-ET","Bella Vista Phase II","3625, rue Jean Gascon","Ville saint-Laurent","10 mai","15h-16h","Jean-Pierre Rayes 514-794-1400","","","","H4R 0K6","FALSE","","1","2","","","TRUE","FALSE","FALSE","FALSE","bellavista3625@in.upperbee.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2913","TRUE","TRUE","92","  486 ","","1186-ET","Bella Vista Phase I","3655, rue Jean-Gascon","Ville saint-Laurent","10 mai","16h-17h","Le concierge pourra vous faire entrer (bouton Concierge sur intercom).","Commencer par le 3625","","","H4R 0K6","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","jp@bv3655.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2831","FALSE","TRUE","FALSE","2913","TRUE","TRUE","","","5877","1308-ET","Manuvie","900 de Maisonneuve O","","20 avril","11-21h","Sylvain Côté 438-455-6894","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","sylvain.cote@jll.com","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","FALSE","2895","TRUE","TRUE","TRUE","2913","TRUE","TRUE","28","636","","","Les Pignons Du St-Laurent 3","8065 St-Laurent, Brossard, J4X 2A1","","10 juin","","Yvan Julien  514-984-7192","","","","","","","","","","","","","FALSE","FALSE","elerouzes@laucandrique.ca","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2839","FALSE","TRUE","FALSE","2913","TRUE","TRUE","45","1738","","1318-ET","7227 boul. Newman SDC ","7227 boul. Newman","","2 mai","11h30-14h","Quentin Plachta 514-935-6999 x 259","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","quentin.plachta@solutioncondo.com","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2880","FALSE","TRUE","TRUE","","FALSE","FALSE","","  2 307 ","","0967-ET","Centre Culturel Notre Dame de Grâce","6400, ave Monkland","Notre-Dame de Grâce","22 mai","8h30","2023 : nettoyer en entrepôt + entreposage          Irinel Stingaciu (514 280-3637) et/ou Céline Cournoyer (514 872-3581)","NOUS CHANGEONS TOUS LES TAPIS","","","H4B 1H3","FALSE","","2","4","","","TRUE","FALSE","FALSE","FALSE","irinel-maria.stingaciu@montreal.ca;noella.tetreault@montreal.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2849","TRUE","TRUE","TRUE","","FALSE","FALSE","","  170 ","","1268-ET","Héma-Québec  - Place du Commerce","7, Place du Commerce","Brossard","9 mai","16h-17h","2023 : nettoyer en entrepôt + entreposage        438-864-3520","JETER LES TAPIS","","courriel pas bon : ryan.massab@hema-quebec.qc.ca","J4W 3K3","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","JeanGauthier.Kouadjo@hema-quebec.qc.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2857","TRUE","TRUE","TRUE","","FALSE","FALSE","","  1 135 ","","0743-ET","Collège Stanislas","780, boul. Dollard","Outremont","15 mai","7h30","2023 : nettoyer en entrepôt + entreposage             Martin Ducharme","JETER LES TAPIS À L'EXCEPTION DE L'ENTRÉE McEACHRAN","* manque tapis entrée MC eachran, n'est pas sur les plans, je crois que c'est une nouvelle installation..","DERNIÈRE SEMAINE D'AVRIL IL N'Y A PAS D'ÉLÈVES","H2V 3G5","FALSE","","2","4","","","TRUE","FALSE","FALSE","FALSE","sylvie.marie@stanislas.qc.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","FALSE","FALSE","2849","TRUE","TRUE","TRUE","","FALSE","FALSE","","  887 ","","0976-ET","Dr.Lacoste, 3e étage","3333, 100e Avenue","Laval","8 mai","13h15-14h45","2023 : nettoyer en entrepôt + entreposage                 Louis-Philippe Lebire","JETER LES TAPIS du RDC et 3e étage","","SI  POSSIBLE UN VENDREDI","H7T 3C4","FALSE","","2","2","","","TRUE","FALSE","FALSE","FALSE","louisphilippe.lebire@gmail.com, genevievechaput@videotron.ca","","","FALSE","FALSE","TRUE","","manque tapis porte 18 ","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2830","FALSE","TRUE","TRUE","","FALSE","FALSE","","  583 ","","0963-ET","1616 Rene Levesque O","1616 Rene Levesque O"," ","18 avril","18h-21h","2023 : nettoyer en entrepôt + entreposage","À PARTIR DE 17H30","","","H3H 2V2","FALSE","","2","2","","","TRUE","TRUE","FALSE","FALSE","Clemence.Cabanis@bgo.com","","","FALSE","FALSE","TRUE","Plus transport","pas de charge usagé /inclus dans neuf ","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2857","TRUE","TRUE","TRUE","","FALSE","FALSE","","  230 ","","1266-ET","Héma-Québec","1600, boul. le Corbusier","Laval","17 mai","15h-16h","2023 : nettoyer en entrepôt + entreposage             Dominique Boily au 514-946-4601 ou Jessie Beauregard : (438) 864-7887","JETER LES TAPIS","","","H7S 1Z2","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","JeanGauthier.Kouadjo@hema-quebec.qc.ca","","","FALSE","FALSE","TRUE","","Installation avec tactile","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2857","TRUE","TRUE","TRUE","","FALSE","FALSE","","  105 ","","1265-ET","Héma-Québec - Sherbrooke Est","7275, rue Sherbrooke Est","Montréal","17 mai","7h30-8h30","2023 : nettoyer en entrepôt + entreposage         Tushar Khan au 438-354-1908 ou Niamat Akallakh : (514) 805-7835","JETER LES TAPIS","","","H1N 1E9","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","JeanGauthier.Kouadjo@hema-quebec.qc.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","FALSE","FALSE","","FALSE","FALSE","FALSE","","FALSE","FALSE","","  2 355 ","","","Éolia","625, de l'Équinoxe","Broasard","","","installation 2022 , pas de service 2023 ","","","","","FALSE","FALSE","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","FALSE","","FALSE","FALSE","FALSE","","FALSE","FALSE","","  1 954 ","","","Le Nobel","50 Place de l'Éclipse","Brossard","","","installation 2022 , pas de service 2023 ","","","","","FALSE","FALSE","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  158 ","","1192-ET","Précivision","5155, Grande-Allée","Brossard","","","Hajar Chaabi et/ou France Gougeon","","","suggère à l'arrière de la clinique","J4Z 3G1","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","precivisionbrossard@gmail.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2849","TRUE","TRUE","TRUE","","FALSE","FALSE","","  970 ","","1264-ET","Héma-Québec, 4045, Côte-Vertu","4045, Côte-Vertu","Saint-Laurent","10 mai","11h-12h30","Tapis jeter","JETER LES TAPIS","À la demande du cadre Éric Gervais le tapis #7 n'a pas été installé et laissé sur place","JeanGauthier.Kouadjo@hema-quebec.qc.ca","H4R 2W7","FALSE","","2","3","","","TRUE","FALSE","FALSE","FALSE","steve.lessard@hema-quebec.qc.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","FALSE","FALSE","","FALSE","FALSE","FALSE","","FALSE","FALSE","","  2 886 ","","","Victoria Sur Le Parc","700 rue St-Jacques Ouest","Montréal","26 avril","14-17h","Contact sur place svp","Tapis deja retirer ","","","","FALSE","FALSE","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  473 ","","1291-ET","Cité Angus Phase II","4240, Auguste-Frigon","Montréal","","","Kévin Dujardin","","","Code d'accès  #5351 - Lobby + lobby secondaire étages 2 à 5 + 2 ascenseurs","","","","","","","","TRUE","FALSE","FALSE","FALSE","benjamin.combeaud@solutioncondo.com;kevin.dujardin@solutioncondo.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  176 ","","1295-ET","I am Gold","2000 rue de l'Éclipse, 5e étage","Brossard","","","Chantal Levesque 450-677-0044 x 113310","","","","J4Z 0S2","","","","","","","TRUE","FALSE","FALSE","FALSE","chantal_levesque@iamgold.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  162 ","","1198-ET","FADOQ","7537, rue St-Hubert","Montréal","","","Rosée Tremblay","","","Rosée Tremblay ","H2R 2N7","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","adjadmin@fadoqmtl.org","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  747 ","","1289-ET","5790 Rembrandt","5790, ave Rembrandt","Montréal","","","Laszlo 514-947-9444 or Office manager Pavel (514-486-2634)","","","You can park at the front of the building. Superintendent will show you the spo","H4W 2V2","","","","","","","TRUE","TRUE","FALSE","FALSE","remb5790@gmail.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  223 ","","1280-ET","SSENSE ","418, St-Sulpice","Montréal","16 mai","7h30-8h15","Clément Cousin","","À la demande du client : 1 roulette donnée au client pour son auto installation avant ","","H2Y 2V5","","","","","","","TRUE","FALSE","FALSE","FALSE","clement.cousin@ssense.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","465","","1241-ET","Clinique Nord, 1e étage","3333, 100e Avenue","Laval","","","Chems Diouri 450-233-2287x202","","NE PAS LIVRER LES TAPIS, LE CLIENT NE PAYE PAS","Stationnement avant","H7T 0G3","","","","","","","TRUE","FALSE","FALSE","FALSE","akuah@cliniquenord.com; Chems Diouri <chems@cliniquenord.com>1291","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  252 ","","1250-ET","Regard en Elle","70, Cherrier","Repentigny","","","Josée Tellier et Marie Jo Landry","","","","","FALSE","","","5","","","TRUE","FALSE","FALSE","FALSE","directricegenerale@regardenelle.org","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  519 ","","1250-ET","Regard en Elle","180, rue Lacombe","Repentigny","","","Laurence Reglin","","","","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","directricegenerale@regardenelle.org","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  296 ","","1187-ET","Garderies Les Bambins Bricoleurs","5101, rue Beaubien Est","Montréal","","","Khadija Darid (514) 961-0903","","","","H1T 1V8","FALSE","","1","1","","","TRUE","TRUE","FALSE","FALSE","khadijadarid@gmail.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  866 ","","1242-ET","Enfance pour Tous","13950 rue de la Chapelle","Mirabel","","","Roselyne Malo-Harel (Directrice) 450-821-9997 / Catherine Deschambault (Adjointe M2) / Marie-Pier Dessureault (Adjointe M1)","","","Il a seulement enlevé les tapis d'un côté, mais pas de l'autre..  Pour les deux adresses","J7J 2C8","FALSE","","","8","","","TRUE","TRUE","FALSE","FALSE","roselyne.malo-harel@enfancepourtous.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","","FALSE","TRUE","TRUE","","FALSE","TRUE","","","525","1222-ET","Gowling WLG (Tuile)","1, Place Ville-Marie, 37e etage","Montréal","29 avril","18h-20h","Gaetan Void 514-222-8154","Pour tout changement de situation informer le client","","quai de chargement de la Place Ville-Marie pour décharger votre équipement pour une période de 20mins seulement après quoi votre camion devra sortir","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","Gaetan.Void@gowlingwlg.com","Carreaux","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  669 ","","1244-ET","Clinique MedNam 3e","2000 rue Notre-Dame","Lachine","","","Zineb Fates OU Jennifer Wilson","","Manque tapis #1","Patricia Rochette 514-780-1873 p. 3007","H8S 2G4","FALSE","","","","","","TRUE","TRUE","FALSE","FALSE","patricia.rochette@cliniquemednam.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  237 ","","1246-ET","Cité Médicale Lachine","2600, rue Victoria","Lachine","","","Martine Cyr","meme clinique que Mednam qui a annulé","","Patricia Rochette 514-780-1873 p. 3007","H8S 1Z3","FALSE","","","","","","TRUE","TRUE","FALSE","FALSE","patricia.rochette@cliniquemednam.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","","FALSE","TRUE","TRUE","","FALSE","FALSE","","  125 ","","0749-ET","ACT (Fermé de 12h à 13h30)8 :30 et 17 :00","1950  Maurice Gauvin","Laval","","","Isabelle Taillon 450-687-7373 #305","","","","H7S 2M5","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","ITaillon@actactuaires.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  410 ","","0841-ET","M9 Prince (solution Condo)","80, rue Prince","Montréal","","","Andrez  (514) 519-3794","changer de gestionnaire","manque tapis ascenseur","","H3C 2M8","FALSE","","2","1","","","TRUE","FALSE","FALSE","FALSE","jennifer.allen@solutioncondo.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","FALSE","FALSE","","  1 798 ","","1067-ET","Résidence Ora","1580, rue Jacques-Casault","Montréal","","","","","","","H2M 2N9","","","","","","","FALSE","FALSE","FALSE","FALSE","cse@residenceora.com","","","","","TRUE","","","","","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  2 045 ","","0894-ET","Jardins Millen","10800, ave Millen","Montréal","7 mai","7h30-9h30","M. Maher chef de service entretien au (514)929-0145","","Concierge me demande 5 roulettes de tape , guylaine est d'accord ajouter sur le drive","","H2C 0A3","FALSE","","2","3","","","TRUE","FALSE","FALSE","FALSE","dg@lesjardinsmillen.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  2 775 ","","1236-ET","SDC Children Est/West","","Montréal","23 mai","12h30-17","Bruno (438) 874-9186, présent de 7h30 à 15h30 du lundi au vendredi.","Changer de gestoinnaire","1 ascenceur pas installer Défectueux  , laisser une place au gestionnaire Bruno  -  *** manque 3 tapis ascenceur /**** backing des tapis est fini le tape il colle pas bien **  NE PAS LIVRER LES TAPIS, LE CLIENT NE PAYE PAS LUI AIE FAIT PART QU'IL DOIT ACQUITTÉ LA FACTURE AVANT FIN SEPTEMBRE Malheureusement, les factures restent en attente d'approbation. Nous travaillons sur le paiement de ces dernières dans les plus brefs délais, cependant Malheureusement cela ne sera pas avant la première semaine d'octobre.","Ascenseur 2 hors d'usage, pas accès au tapis","H3H 1P3","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","francis.borris@solutioncondo.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  997 ","","1249-ET","Le W phase V","1228, rue Basssin","Montréal","12 avril","11-12h","Concierge Géraldo 438-345-0249","Changer de gestionnaire","Pas pu installer petit tapis devant la porte, l'arrêt de porte est pris sous la porte et n'ouvre pas. Pas été capables de le décoincer","Karla (438) 507-9991  boîte à clé : (intercom) 1165","H3J 1S1","FALSE","","","10","","","TRUE","FALSE","FALSE","FALSE","pcebuc@immoplex.com","","","FALSE","FALSE","TRUE","","manque tapis 3 et 5","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","","FALSE","TRUE","TRUE","","TRUE","TRUE","","  2 939 ","","1237-ET","SDC Children Est/West","2300 rue Tupper","Montréal","23 mai","7h30-12h","Francis Borris 514-935-6999 x241","Changer de gestionnaire","*** manque 1 tapis ascenceur ***  NE PAS LIVRER LES TAPIS, LE CLIENT NE PAYE PAS LUI AIE FAIT PART QU'IL DOIT ACQUITTÉ LA FACTURE AVANT FIN SEPTEMBRE Malheureusement, les factures restent en attente d'approbation. Nous travaillons sur le paiement de ces dernières dans les plus brefs délais, cependant Malheureusement cela ne sera pas avant la première semaine d'octobre.","","H3H 1P3","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","francis.borris@solutioncondo.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","","FALSE","TRUE","FALSE","","TRUE","TRUE","","  2 349 ","","","Novia phase 1 et phase 2","300 Place Charles Lemoyne","","25 avr.","11h30-15h","Contact sur place svp","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
" ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
