"  ","FAC/DEVIS _ ASP_Réinstallation  ","Réinstallation ","FAC/DEVIS _ ASP_retrait ","Rebut ","Retrait ","FAC/DEVIS _ ASP_nett+entreposage ","entreposage ","Nettoyer entrepôt "," Moulures  "," PC  "," Carreaux  "," # Projet "," Noms "," Adresse ","Ville ","BLEU : JOUR   GRIS : SOIR        DATE Réinstallation ","Heures ","Contact sur place ","Commentaires - Printemps 2025 ","Commentaires - Automne 2024 ","Commentaires - printemps 2024 ","Commentaires - Automne 2023 ","Commentaires - Printemps 2023 ","Code Postal ","Pickup fait ","pickup/ref ","Nbr gars ","H/ins  ","moulure  "," Moulure à changer  ","Courriel envoyé ","Confirmation ","Confirmation des dates de RDV ","Courriel ","","Commentaires - Automne  2024 ","Détail des tapis ","Fact # ","Nettoyer ","Payer  ","Sola Facture  ","Ajustement à faire ","Date prévue ","Fait ","","","","","","","","","","","",""
"Condo","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","96","1738","","1318-ET","7227 boul. Newman SDC ","7227 boul. Newman","","14 mai","11h","","","","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","FALSE","FALSE","alexandre.srougi@solutioncondo.com","","14/05/2025:  Il veut une date de réinstallation le 1er novembre 2025","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  1 439 ","","1196-ET","SDC La chancellerie du Vieux-Montréal","460, rue du Champ de Mars","Montréal","mai 16","7h-9h","","","","","","Code de la boîte à clés 2140 autre boite 5286","H2Y 1B4","FALSE","","2","4","","","TRUE","FALSE","TRUE","gnuckle@lecsor.com","","1025 code du lock box fournisseur","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Bureau","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","196 ","","1354-ET","Clinique Dr. Barolet","3333, 100e Avenue, 2e étage","Laval","mai 16","13h30-14h","","TRES TÔT LE MATIN OU LE VENDREDI EN APRÈS-MIDI","","","","","","","","","","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","","","TRUE","","","","","","","","","","","","","","",""
"Bureau","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","728 ","","1353-ET","Clniique Dr. Lacoste","3333, 100e Avenue, 3e étage","Laval","mai 16","14h-14h30","","","","","","","","","","","","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","","","TRUE","","","","","","","","","","","","","","",""
"Édifice","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","262","","1352-ET","Edifice 3333 100e Avenue","3333, 100e Avenue, RDC","Laval","mai 16","14h30-15h","","","","","","","","","","","","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","","","TRUE","","","","","","","","","","","","","","",""
"Commerce","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  282 ","","1207-ET","Uvée- Optométriste de Quartier","1668, rue Laurier Est","Montréal","mai 15","10h","","","","","","pas de stationnment assigné","H2J 1J2","FALSE","","1","1","","","TRUE","TRUE","TRUE","alex-anne.harvey@uvee.ca","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  630 ","","1283-ET","SDC La Tannerie","680 de Courcelle","Montréal","mai 15","7h30","","CODE D'ACCÈS:  01723","","","","","","","","","","","","TRUE","TRUE","TRUE","SyndicatTannerie@in.condoweb.app;Gestion.lefite@in.condoweb.app","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  720 ","","0964-ET","Centre de médecine sportive","4650, desserte S, Autoroute 440","Laval","mai 16","12h","","","","","","Entreposage seulement","H7T 2Z8","FALSE","","2","2","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  528 ","","0968-ET","Clinique Chirurgicale de Laval","4650, desserte S, Autoroute 440","Laval","mai 16","12h","","","","Tapis arrière n'a pas été enlevé car trop de choses dessus","Surcharge de 25$ par client pour changement d'horaire fait le même jour","Tapis déjà lavé et roulé, seulement les entreposer.","H7T 2Z8","FALSE","","1","1","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  1 520 ","","0960-ET","Résidence Station Est","4800 rue Contrecoeur, Montréal","Montréal","mai 16","7h","","","","","","","","FALSE","","2","3","","","TRUE","TRUE","TRUE","cse@residencestationest.com","","**il manquait des moulures, 1 boîte neuve utilisée ***","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","3176","FALSE","TRUE","3236","TRUE","TRUE","","  658 ","","1231-ET","Le Maritime","3040, boul. Lévesque Ouest","Laval","mai 16","13h","","Sylvain Laliberté 514-979-9208","","","","Nathalie Mora 514-984-6206","H7V 2G3","FALSE","","","","","","TRUE","TRUE","TRUE","maritime1@videotron.ca","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","3187","FALSE","TRUE","3236","TRUE","TRUE","","  367 ","","1329-ET","UV Quartier Villeray","682, rue Jarry Est","Montréal","mai 21","10h","","","","","","","","FALSE","","2","2","","","TRUE","TRUE","TRUE","olivier.parenteau@uvee.ca","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","3187","FALSE","TRUE","3236","TRUE","TRUE","70","1 587 ","","1366-ET","Pôle Ste-Catherine","6080, Place des Cageux, Sainte-Catherine (rue Léo)","","mai 21","13h","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"Condo","","TRUE","3187","FALSE","TRUE","3236","TRUE","TRUE","","  1 569 ","","0869-ET ","Le William","1811, rue William","Montréal","mai 22","10h30","","","","à faire","","Jennifer Allen       438 523-3687","H3J 1R5","FALSE","","2","2","","","TRUE","FALSE","FALSE","antoine.portelance@solutioncondo.com","","manque tapis 3 (était sur feuille mais pas dans rouleau, petit tapis usé contour de grille d'entrée","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","3187","FALSE","TRUE","3236","TRUE","TRUE","","426 ","","1365-ET","Edelman","4446, boul. St-Laurent, suite 501","Montréal","mai 21","10h30","","","","","","","","","","","","","","FALSE","FALSE","FALSE","Sylvie.Mota@edelman.com","","","","","","","TRUE","","","","","","","","","","","","","","",""
"Édifice","","TRUE","3187","FALSE","TRUE","3236","TRUE","","","  240 ","","1367-ET","École Lucien-Guilbault","7695, avenue Papineau","Montreal","mai 21","9h","","","","","","","","","","","","","","TRUE","TRUE","TRUE","d.laflamme@lucien-guilbault.ca","","","","","","","FALSE","","","","","","","","","","","","","","",""
"Bureau","","TRUE","3132","FALSE","TRUE","3236","TRUE","","20","","","1328-ET","KOTV","300, Place Charles-Lemoyne, bureau 200","Longueuil","avr. 14","16h-17h","","Au 1245 Bleury vous pouvez vous stationner dans la cour intérieure.","","","","","","FALSE","","2","2","","","TRUE","TRUE","TRUE","imartin@kotv.ca","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","3132","FALSE","TRUE","3236","TRUE","","","  1 923 ","","1189-ET","Musée Pointe-à-Callière","350, Place Royale","Montréal","avr. 14","14h-17h","","Pas de nettoyage de tapis: Stationnement la rue de la commune livraison
Personne responsable Suleyman (demandez à la sécurité)","","","","Diminué PC pour retrait et nettoyage déja fait : tout l'éperon (sont roulés et numérotés) 1923pc originalement  Sur la rue de la Commune (place de livraison quoi de chargement, à côté de l’édifice L’éperon)","H2Y 3Y5","FALSE","","2","3","","","TRUE","TRUE","TRUE","Isabelle.Vermette@gdi.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","3138","FALSE","TRUE","3236","TRUE","","","770 ","","1349-ET","Allied- Édifice 3510 St-Laurent","3510 boul. St-Laurent","Montréal","avr. 23","14h30-15h30","","","","","","","","","","","","","","FALSE","FALSE","TRUE","lbeaulieu@alliedreit.com","","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","3193","FALSE","TRUE","3236","TRUE","TRUE","","  400 ","","1238-ET","Cours Centrale Phase 2","2910, Edouard Montpetit","Laval","juin 2","13h","","2 grosses taches sur les tapis, 1 dans l'entrée et l'autre dans le garage","","","","M. Jad Mammo membre du syndicat va être sur place. Il pourra vous donner accès à l’immeuble son numéro +1 (514) 632-6450 
Oui vous avez accès au stationnement extérieur devant l’immeuble.
alain Maksoud 514-865-4897  Condo 601","H7T 2T5","FALSE","","","4","","","TRUE","TRUE","TRUE","sslax@hotmail.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","3201","FALSE","TRUE","3236","TRUE","TRUE","","  779 ","","1206-ET","TMX","1115, St-Antoine , 17e et 18e étages","","avr. 13","","","","","","","","","FALSE","","","","","","FALSE","FALSE","FALSE","","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"Édifice médical","","TRUE","3209","FALSE","TRUE","3236","TRUE","TRUE","75","695 ","","1369-ET","CMCL (clinique médico-chirurgicale des Laurentides","305 rue Docteur Charles-Léonard #204, St-Jérôme","","juin 16","11h","","","","","","","","","","","","","","FALSE","FALSE","FALSE","mgbeaudry@ccrlaurentides.com;mcroizer@ccrlaurentides.com","","","","","","","","","","","","","","","","","","","","","",""
"Édifice médical","","TRUE","3209","FALSE","TRUE","3236","TRUE","TRUE","10","318 ","","1368-ET","CEOM","4670, desserte Sud 440, local 110","Laval","juin 16","15h-16h","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"Édifice médical","","","3209","FALSE","TRUE","3236","TRUE","TRUE","","  536 ","","1286-ET","CEOM (suite 100-145)","4650, desserte S, Autoroute 440","Laval","juin 16","13h",""," 4650 déserte +4670 déserte suite 110. 15:00 à 16:00
***** le 4670 n'était pas à l'horaire mais confirmé avec cliente et Guylaine,  total 230 pieds carrés ****   // charge 3176  CRÉDITER SUR FATURE 3187 _ les tapis ont ete retirer a la suite reno , ne sais ou sont les tapis ","","","Impossible de faire , j'ai parler avec le gestionnaire, il préfère en fin d'après midi . C'est un immeuble médical, beaucoup de circulation. Il est d'accord pour une surcharge pour le changement d'horaire, mohamed vas le faire se soir seul .","Entreposage seulement","H7T 2Z8","FALSE","","","","","","TRUE","TRUE","TRUE","gestionnaire.clinique@gmail.com","","","","","FALSE","FALSE","TRUE","","","FALSE","","","","","","","","","","","",""
"","","","","","","","","","","47 100 ","","","4/4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","3136","FALSE","TRUE","3247","TRUE","TRUE","","  1 981 ","","1068-ET","Banque de Montréal","129 St-Jacques O","Montréal","avr. 23","17h-22h","","","","","Manque devant ascenseurs entrée 105 st-jacques et tapis #5 qui manquait aussi l'an passé - Pas pu installer le tapis de l'ascenseur #2 car hors d'usage       INSTALLATION AVEC FROG TAPE ","","H2Y 1L6","FALSE","","2","5","","","TRUE","FALSE","TRUE","Vincent.Blais@bgis.com","","Les ascenseurs 2 et 4 n’ont pas pu être installé hors service. / L’ascenseur 5 n’a pas été installé tapis manquant / Le tapis dans le guichet n’a pas été installé tapis manquant / Les bureaux sur les étages 10 et 11 n’ont pas pu être installé parce que selon la sécurité, il n’était pas avisé que nous venions donc aucun agent nous était assigné. Un employé est resté plus tard que son quart de travail pour nous dépanner mais il ne pouvait pas rester assez longtemps pour que nous fassions les bureaux sur les étages","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","3136","FALSE","TRUE","3247","TRUE","TRUE","","  2 126 ","","1070-ET","BMO (CHANGE TAPIS À L'AUTOMNE??)","119, St- Jacques O","Montréal","avr. 23","17h-22h","","","","","","","H2Y 1L6","FALSE","","2","3","","","TRUE","FALSE","TRUE","Vincent.Blais@bgis.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","3136","FALSE","TRUE","3247","TRUE","TRUE","","  860 ","","1069-ET","Édifice 105 St-Jacques O","105, St-Jacques O","Montréal","avr. 23","17h-22h","","","","","","","H2Y 1L6","FALSE","","2","1","","","TRUE","FALSE","TRUE","Vincent.Blais@bgis.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","","FALSE","TRUE","3247","TRUE","TRUE","","308","","10791-F","Dynatherm","4127, rue Cousens, Saint-Laurent","Richard Ross","juill. 11","11h30","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","","5 275 ","","","Était en attente","","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","FALSE","TRUE","","  394 ","","0782-ET","Bernard et Brassard #300 *tape vert* ","2265, boul. Fernand-Lafontaine","Longueuil","avr. 10","15h30-16h30","","NE PAS FACTURER LE CLIENT POUR LE PLANCHER DE BOIS ABÎMER","","La cliente demande à ce qu’il y ai toujours du tape vert où il y a le plancher de bois, puisque sinon ça enlève la pellicule de protection transparente sur le bois.","","Il est à noter que nous avons des tapis à retirer sur les 2 étages (3e et 4e) de nos bureaux et qu’il ne faudrait pas oublier cette année de retirer le tapis qui se trouve dans le vestiaire du 4e étage. - Geneviève PIcard 450-321-0257","J4G 2R8","FALSE","","1","1","","","TRUE","TRUE","FALSE","Gpicard@bernard-brassard.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","FALSE","FALSE","","2 780 ","","1347-ET","Edifice SunLife (étages)","1155, rue Metcalfe, Montréal","Montréal","","18h-2ham","","Les étages sont entreposés au 24e étage","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","","","11014-Q","Tour Optimum","1500 rue Montgolfièr","Laval","","","","","","","","","1122","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","234","760","1285-ET","Esplanade Cartier Phase 2","2180, rue Ste-Catherine Est","Montréal","6 mai","7h-8h","","LAISSEZ SUR PLACE LES TAPIS EN CARREAUX","","","ok PAYÉ    code d'acces 8040 boîte du 2180 celle du bas","Laisser le tapis de l'entrée du gyn sur place ***FAIRE LES PLANS PARCE QUE CE N'EST PAS NOUS QUI AVONS INSTALLÉ LES TAPIS EN CARREAUX*** 234pc en rouleau + 760 en carreaux","H2K 0C4","FALSE","","","","","","TRUE","FALSE","TRUE","sebastien.righi@solutioncondo.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","347","832","1284-ET","Esplanade Cartier Phase 1","2120, rue Ste-Catherine Est","Montréal","6 mai","8h-9h","","LAISSEZ SUR PLACE LES TAPIS EN CARREAUX","","","Manque moulures ascenseurs   ok PAYÉ    code d'acces 2379 boîte du 2120 celle du bas","Aucun accès.  Très compliqué en travaux toute le tour de l'immeuble.  Laisser le tapis de l'entrée du gyn sur place ***FAIRE LES PLANS PARCE QUE CE N'EST PAS NOUS QUI AVONS INSTALLÉ LES TAPIS EN CARREAUX*** 347pc en rouleau + 832 en carreaux","H2K 0C4","FALSE","","","","","","TRUE","TRUE","TRUE","sebastien.righi@solutioncondo.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","  600 ","","0908-ET","Tours Frontenac","1850, rue Bercy","Montréal","","","","","","","","responsable Giovanni Santopietro ou 514 823 0335 ou sur place Mario Beauchesne, Oui accés a un stationnement sur la terrasse ou a l`interior du garage / Aimerait début avril","H2K 1X3","FALSE","","1","2","","","TRUE","FALSE","FALSE","jffournier@g3p.ca","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","FALSE","FALSE","","2675","","1251-ET","Facility Tour Deloitte ","115 Saint-Antoine ","Montréal ","","13h30-16h30","","Installation des carpettes au 5e étage (faire attention au sens de la carpette)","","INSTALLER LES TAPIS DE PLUIE 12 juillet 2024","Paul André Rivest qui assurait la coordination ne pourra plus le faire. Je serai votre point de contact pour le moment Soh Seppowo Martin Gabriel","5e ÉTAGE AVEC UN TAPE VERT *** plancher de pierre.  À FAIRE UN LUNDI OU VENDREDI À PARTIR DE 16H - RÉINSTALLER 2 TAPIS AU ","","FALSE","","","","","","TRUE","FALSE","TRUE","jvenne@deloitte.ca","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","  426 ","","1202-ET","SDC Alinéa","10011 boul. Pie IX","Montréal","","13h-14h","","À CANCELER","","","Vous pouvez contacter l’intendant au 514-265-8196 du lundi au vendredi et il est présent à l’immeuble de 8h à 15h. S’il y a quoi que ce soit, veuillez me contacter : Jennifer au 438-523-3687","","H1H 3Z3","FALSE","","2","1","","","TRUE","FALSE","TRUE","daniela.ndao@solutioncondo.com","","tache tapis entrée","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","TRUE","TRUE","","  576 ","","0948-ET","Place des Tourelles I, Boisbriand","3655, des Grandes Tourelles","Boisbriand","","","","","","","","","J7H 1M9","FALSE","","2","1","","","TRUE","FALSE","FALSE","mclavoie@alcovicapital.com","","Les moulures du sous-sol n’ont pas pu être installé","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","TRUE","TRUE","63","  1 241 ","","0957-ET","Complexe Louis-R Renaud","2905, place Louis-R. renaud","Laval","","","","En attente d'achat de nouveaux tapis.","","","","","","FALSE","","","","","","TRUE","FALSE","FALSE","gpomerleau@alcovicapital.com","","****manque tapis #6","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","","FALSE","TRUE","","TRUE","FALSE","","  611 ","","1211-ET","1310 Ontario Est","1310, rue Ontario Est","Montréal","","","","","","","","Ne pas nettoyer les tapis parce qu'ils ont été fait le 1er mars 2023 sur place","","FALSE","","2","2","","","TRUE","FALSE","FALSE","info@constructionmarcan.com","","","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"","","TRUE","","FALSE","TRUE","","TRUE","TRUE","47","  662 ","","1292-ET","Héritage du Plateau","310, rue Rachel Est","Montréal","","","","","","1 ascenceur pas fait réparation depuis longtemps","29 nov : Aucun des tapis d'ascenseur n'est fait pour cet endroit,  à été fait s neuf l'an passé,  à peut-être été utilisé ailleurs. 
****Ne pas y retourner avec la remorque,  impossible de se stationner même en double sans bloquer la circulation ****  Un tapis d'ascenseur manquant"," Chantal Pelletier","H2W 0A1","","","","","","","TRUE","FALSE","FALSE","dg@heritageplateau.com;maintenance@heritageplateau.com","","à la demande du client, tapis dans ascenseur pas installé car les usagers urine dessus..)","","","FALSE","FALSE","FALSE","","","FALSE","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","12","734 ","","10792-F","Centre administratif PRAIDA","35, rue Port-Royal Est, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"NEUF 2024 - DÉBUT 2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","70","615 ","","10542-F","CCRL (we et 3e étage)","325, rue Docteur Charles-Léonard, St-Jérôme","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","12","236 ","","10532-F","Centre de vaccination Décarie","6900 du Square Décarie, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","24","530 ","","10775-F","Le Fleming sur le parc","2141, rue Léger, Lasalle","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","jgtremblay@immoplex.com","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","50","827 ","","10776-F","Le Fleming sur le parc","2151, rue Léger, Lasalle","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","jgtremblay@immoplex.com","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","80","1 080 ","","10715-F","Le Livélia","325, chemin de la Pointe-Sud, île des Soeurs","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","mcrilly@cogir.net","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","15","244 ","","10795-Q","CPE Familigarde","9170 rie Airlie, LaSalle","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","5","204 ","","10824-Q","CPNF","509 chemin de la Grande Côte, Saint-Eustache","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","0","1 100 ","","10825-Q","CSSL (Horizon-Jeunesse)","155 boulevard St-Rose, Laval","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","10","565 ","","10831-Q","100 rue Louis Lévesque, Otterburn","100 rue Louis Lévesque, Otterburn","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","40","715 ","","10769-Q","ABB","4025 Route Transcanadienne","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","15","156 ","","10823-Q","Atelier Monarque ","200-63 rue des Brésoles, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","70","178 ","","10758-Q","Bastium Construction","1300 rue Olier, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","55","731 ","","10834-Q","E2IP","1455 32e avenue Lachine, Québec","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","10","180 ","","10783-Q","Groupe ABS","17 rue de l'Industrie, Saint-Rémi","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","0","643 ","","10761-Q","ICI, Institut des communications graphiques","999 av Émile-Journault, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","","","","10777-Q","Le 1420 Boulevard Mont-Royal","1420 boulevard Mont-Royal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","0","485 ","","10818-Q","Le Caléo","1030 Rue Lionel-Daunais, Boucherville, QC J4B 0L","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","15","499 ","","10768-Q","Louise Lapierre Danse","1460 Mont-Royal Est, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","15","768 ","","10806-Q","MTL Pilates","1440 rue Peel, Montréal ","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","55","580 ","","10833-Q","SDC Cité Acadie","1650 Place de l'Acadie Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","60","245 ","","10835-Q","SDC Station Sud","100-40 rue St-Sylvestre, Longueuil","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","15","150 ","","10809-Q","Sommet Groupe Financier","11900 Rue de l'avenir, Mirabel Québec J7J, Canada)","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","75","1 483 ","","10736-Q","The Alexander 2","1180 Rue du Sussex, Montréal","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","20","473 ","","10717-Q","Zeffy","917, avenue Mont-Royal Est","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","","FALSE","FALSE","","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
